#Data,#Data ksiêgowania,#Opis,#Kwota,#Waluta,#Kwota pozosta³a do sp³aty,#Waluta
17-03-2014,17-03-2014,SP£ATA RATY - ODSETKI,108.53,CHF,0.00,CHF
17-03-2014,17-03-2014,SP£ATA RATY - KAPITA£,429.50,CHF,139649.37,CHF
15-03-2014,17-03-2014,OP£ACENIE SK£ADKI UBEZPIECZ.,26.35,PLN,0.00,PLN
15-03-2014,17-03-2014,OP£ACENIE SK£ADKI UBEZPIECZ.,100.38,PLN,0.00,PLN
15-04-2014,15-04-2014,SP£ATA RATY - ODSETKI,119.79,CHF,0.00,CHF
15-04-2014,15-04-2014,SP£ATA RATY - KAPITA£,418.24,CHF,139231.13,CHF
15-04-2014,15-04-2014,OP£ACENIE SK£ADKI UBEZPIECZ.,26.35,PLN,0.00,PLN
15-04-2014,15-04-2014,OP£ACENIE SK£ADKI UBEZPIECZ.,98.87,PLN,0.00,PLN
15-05-2014,15-05-2014,SP£ATA RATY - ODSETKI,115.58,CHF,0.00,CHF
15-05-2014,15-05-2014,SP£ATA RATY - KAPITA£,422.45,CHF,138808.68,CHF
15-05-2014,15-05-2014,OP£ACENIE SK£ADKI UBEZPIECZ.,26.35,PLN,0.00,PLN
15-05-2014,15-05-2014,OP£ACENIE SK£ADKI UBEZPIECZ.,98.51,PLN,0.00,PLN
15-06-2014,16-06-2014,INDEKSACJA SUMY UBEZPIECZENIA,0.00,,0.00,
16-06-2014,16-06-2014,SP£ATA RATY - ODSETKI,119.07,CHF,0.00,CHF
16-06-2014,16-06-2014,SP£ATA RATY - KAPITA£,418.96,CHF,138389.72,CHF
15-06-2014,16-06-2014,OP£ACENIE SK£ADKI UBEZPIECZ.,26.35,PLN,0.00,PLN
15-06-2014,16-06-2014,OP£ACENIE SK£ADKI UBEZPIECZ.,97.07,PLN,0.00,PLN
15-07-2014,15-07-2014,SP£ATA RATY - ODSETKI,0.18,CHF,0.00,CHF
15-07-2014,15-07-2014,OP£ACENIE SK£ADKI UBEZPIECZ.,26.35,PLN,0.00,PLN
15-07-2014,15-07-2014,OP£ACENIE SK£ADKI UBEZPIECZ.,97.15,PLN,0.00,PLN
16-07-2014,16-07-2014,SP£ATA RATY - ODSETKI,114.70,CHF,0.00,CHF
16-07-2014,16-07-2014,SP£ATA RATY - KAPITA£,423.15,CHF,137966.57,CHF
18-08-2014,18-08-2014,SP£ATA RATY - ODSETKI,118.35,CHF,0.00,CHF
18-08-2014,18-08-2014,SP£ATA RATY - KAPITA£,419.68,CHF,137546.89,CHF
15-08-2014,18-08-2014,OP£ACENIE SK£ADKI UBEZPIECZ.,26.35,PLN,0.00,PLN
15-08-2014,18-08-2014,OP£ACENIE SK£ADKI UBEZPIECZ.,98.56,PLN,0.00,PLN
15-09-2014,15-09-2014,SP£ATA RATY - ODSETKI,117.99,CHF,0.00,CHF
15-09-2014,15-09-2014,SP£ATA RATY - KAPITA£,420.04,CHF,137126.85,CHF
15-09-2014,15-09-2014,OP£ACENIE SK£ADKI UBEZPIECZ.,26.35,PLN,0.00,PLN
15-09-2014,15-09-2014,OP£ACENIE SK£ADKI UBEZPIECZ.,98.32,PLN,0.00,PLN
15-10-2014,15-10-2014,SP£ATA RATY - ODSETKI,113.83,CHF,0.00,CHF
15-10-2014,15-10-2014,SP£ATA RATY - KAPITA£,424.20,CHF,136702.65,CHF
15-10-2014,15-10-2014,OP£ACENIE SK£ADKI UBEZPIECZ.,26.35,PLN,0.00,PLN
15-10-2014,15-10-2014,OP£ACENIE SK£ADKI UBEZPIECZ.,98.26,PLN,0.00,PLN
17-11-2014,17-11-2014,SP£ATA RATY - ODSETKI,117.26,CHF,0.00,CHF
17-11-2014,17-11-2014,SP£ATA RATY - KAPITA£,420.77,CHF,136281.88,CHF
15-11-2014,17-11-2014,OP£ACENIE SK£ADKI UBEZPIECZ.,26.35,PLN,0.00,PLN
15-11-2014,17-11-2014,OP£ACENIE SK£ADKI UBEZPIECZ.,99.12,PLN,0.00,PLN
15-12-2014,15-12-2014,SP£ATA RATY - ODSETKI,113.13,CHF,0.00,CHF
15-12-2014,15-12-2014,SP£ATA RATY - KAPITA£,424.90,CHF,135856.98,CHF
15-12-2014,15-12-2014,OP£ACENIE SK£ADKI UBEZPIECZ.,26.35,PLN,0.00,PLN
15-12-2014,15-12-2014,OP£ACENIE SK£ADKI UBEZPIECZ.,97.82,PLN,0.00,PLN
15-01-2015,15-01-2015,SP£ATA RATY - ODSETKI,116.54,CHF,0.00,CHF
15-01-2015,15-01-2015,SP£ATA RATY - KAPITA£,421.49,CHF,135435.49,CHF
15-01-2015,15-01-2015,OP£ACENIE SK£ADKI UBEZPIECZ.,26.35,PLN,0.00,PLN
15-01-2015,15-01-2015,OP£ACENIE SK£ADKI UBEZPIECZ.,117.21,PLN,0.00,PLN
15-02-2015,16-02-2015,ZMIANA WYSOKOŒCI ODSETEK,0.00,,0.00,
16-02-2015,16-02-2015,SP£ATA RATY - ODSETKI,116.18,CHF,0.00,CHF
16-02-2015,16-02-2015,SP£ATA RATY - KAPITA£,421.85,CHF,135013.64,CHF
15-02-2015,16-02-2015,OP£ACENIE SK£ADKI UBEZPIECZ.,26.35,PLN,0.00,PLN
15-02-2015,16-02-2015,OP£ACENIE SK£ADKI UBEZPIECZ.,108.36,PLN,0.00,PLN
16-03-2015,16-03-2015,SP£ATA RATY - ODSETKI,14.50,CHF,0.00,CHF
16-03-2015,16-03-2015,SP£ATA RATY - KAPITA£,472.22,CHF,134541.42,CHF
15-03-2015,16-03-2015,OP£ACENIE SK£ADKI UBEZPIECZ.,26.35,PLN,0.00,PLN
15-03-2015,16-03-2015,OP£ACENIE SK£ADKI UBEZPIECZ.,107.42,PLN,0.00,PLN
15-04-2015,15-04-2015,SP£ATA RATY - ODSETKI,16.00,CHF,0.00,CHF
15-04-2015,15-04-2015,SP£ATA RATY - KAPITA£,470.72,CHF,134070.70,CHF
15-04-2015,15-04-2015,OP£ACENIE SK£ADKI UBEZPIECZ.,26.35,PLN,0.00,PLN
15-04-2015,15-04-2015,OP£ACENIE SK£ADKI UBEZPIECZ.,105.82,PLN,0.00,PLN
15-05-2015,15-05-2015,SP£ATA RATY - ODSETKI,15.43,CHF,0.00,CHF
15-05-2015,15-05-2015,SP£ATA RATY - KAPITA£,471.29,CHF,133599.41,CHF
15-05-2015,15-05-2015,OP£ACENIE SK£ADKI UBEZPIECZ.,26.35,PLN,0.00,PLN
15-05-2015,15-05-2015,OP£ACENIE SK£ADKI UBEZPIECZ.,106.40,PLN,0.00,PLN
15-06-2015,15-06-2015,INDEKSACJA SUMY UBEZPIECZENIA,0.00,,0.00,
15-06-2015,15-06-2015,SP£ATA RATY - ODSETKI,15.89,CHF,0.00,CHF
15-06-2015,15-06-2015,SP£ATA RATY - KAPITA£,470.83,CHF,133128.58,CHF
15-06-2015,15-06-2015,OP£ACENIE SK£ADKI UBEZPIECZ.,26.35,PLN,0.00,PLN
15-06-2015,15-06-2015,OP£ACENIE SK£ADKI UBEZPIECZ.,107.62,PLN,0.00,PLN
15-07-2015,15-07-2015,SP£ATA RATY - ODSETKI,15.32,CHF,0.00,CHF
15-07-2015,15-07-2015,SP£ATA RATY - KAPITA£,471.40,CHF,132657.18,CHF
15-07-2015,15-07-2015,OP£ACENIE SK£ADKI UBEZPIECZ.,26.35,PLN,0.00,PLN
15-07-2015,15-07-2015,OP£ACENIE SK£ADKI UBEZPIECZ.,107.43,PLN,0.00,PLN
15-08-2015,17-08-2015,ZMIANA WYSOKOŒCI ODSETEK,0.00,,0.00,
17-08-2015,17-08-2015,SP£ATA RATY - ODSETKI,15.77,CHF,0.00,CHF
17-08-2015,17-08-2015,SP£ATA RATY - KAPITA£,470.95,CHF,132186.23,CHF
15-08-2015,17-08-2015,OP£ACENIE SK£ADKI UBEZPIECZ.,26.35,PLN,0.00,PLN
15-08-2015,17-08-2015,OP£ACENIE SK£ADKI UBEZPIECZ.,103.91,PLN,0.00,PLN
15-09-2015,15-09-2015,SP£ATA RATY - ODSETKI,29.19,CHF,0.00,CHF
15-09-2015,15-09-2015,SP£ATA RATY - KAPITA£,464.26,CHF,131721.97,CHF
15-09-2015,15-09-2015,OP£ACENIE SK£ADKI UBEZPIECZ.,26.35,PLN,0.00,PLN
15-09-2015,15-09-2015,OP£ACENIE SK£ADKI UBEZPIECZ.,103.10,PLN,0.00,PLN
15-10-2015,15-10-2015,SP£ATA RATY - ODSETKI,28.15,CHF,0.00,CHF
15-10-2015,15-10-2015,SP£ATA RATY - KAPITA£,465.30,CHF,131256.67,CHF
15-10-2015,15-10-2015,OP£ACENIE SK£ADKI UBEZPIECZ.,26.35,PLN,0.00,PLN
15-10-2015,15-10-2015,OP£ACENIE SK£ADKI UBEZPIECZ.,103.74,PLN,0.00,PLN
16-11-2015,16-11-2015,SP£ATA RATY - ODSETKI,28.98,CHF,0.00,CHF
16-11-2015,16-11-2015,SP£ATA RATY - KAPITA£,464.47,CHF,130792.20,CHF
15-11-2015,16-11-2015,OP£ACENIE SK£ADKI UBEZPIECZ.,26.35,PLN,0.00,PLN
15-11-2015,16-11-2015,OP£ACENIE SK£ADKI UBEZPIECZ.,104.69,PLN,0.00,PLN
15-12-2015,15-12-2015,SP£ATA RATY - ODSETKI,27.95,CHF,0.00,CHF
15-12-2015,15-12-2015,SP£ATA RATY - KAPITA£,465.50,CHF,130326.70,CHF
15-12-2015,15-12-2015,OP£ACENIE SK£ADKI UBEZPIECZ.,26.35,PLN,0.00,PLN
15-12-2015,15-12-2015,OP£ACENIE SK£ADKI UBEZPIECZ.,106.92,PLN,0.00,PLN
17-12-2015,17-12-2015,MODYFIKACJA ZABEZPIECZENIA,0.00,CHF,0.00,CHF
15-01-2016,15-01-2016,SP£ATA RATY - ODSETKI,28.78,CHF,0.00,CHF
15-01-2016,15-01-2016,SP£ATA RATY - KAPITA£,464.67,CHF,129862.03,CHF
15-01-2016,15-01-2016,OP£ACENIE SK£ADKI UBEZPIECZ.,26.35,PLN,0.00,PLN
15-01-2016,15-01-2016,OP£ACENIE SK£ADKI UBEZPIECZ.,106.79,PLN,0.00,PLN
15-02-2016,15-02-2016,SP£ATA RATY - ODSETKI,28.68,CHF,0.00,CHF
15-02-2016,15-02-2016,SP£ATA RATY - KAPITA£,464.77,CHF,129397.26,CHF
15-02-2016,15-02-2016,OP£ACENIE SK£ADKI UBEZPIECZ.,26.35,PLN,0.00,PLN
15-02-2016,15-02-2016,OP£ACENIE SK£ADKI UBEZPIECZ.,105.37,PLN,0.00,PLN
15-03-2016,15-03-2016,SP£ATA RATY - ODSETKI,26.73,CHF,0.00,CHF
15-03-2016,15-03-2016,SP£ATA RATY - KAPITA£,466.72,CHF,128930.54,CHF
15-03-2016,15-03-2016,OP£ACENIE SK£ADKI UBEZPIECZ.,26.35,PLN,0.00,PLN
15-03-2016,15-03-2016,OP£ACENIE SK£ADKI UBEZPIECZ.,102.49,PLN,0.00,PLN
15-04-2016,15-04-2016,SP£ATA RATY - ODSETKI,28.47,CHF,0.00,CHF
15-04-2016,15-04-2016,SP£ATA RATY - KAPITA£,95.02,CHF,128835.52,CHF
15-04-2016,15-04-2016,OP£ACENIE SK£ADKI UBEZPIECZ.,26.35,PLN,0.00,PLN
15-04-2016,15-04-2016,OP£ACENIE SK£ADKI UBEZPIECZ.,103.36,PLN,0.00,PLN
28-04-2016,28-04-2016,SP£ATA RATY - KAPITA£,369.96,CHF,128465.56,CHF
28-04-2016,28-04-2016,SP£ATA RATY - ODSETKI KARNE,0.36,CHF,0.00,CHF
16-05-2016,16-05-2016,SP£ATA RATY - ODSETKI,27.45,CHF,0.00,CHF
16-05-2016,16-05-2016,SP£ATA RATY - KAPITA£,466.00,CHF,127999.56,CHF
15-05-2016,16-05-2016,OP£ACENIE SK£ADKI UBEZPIECZ.,26.35,PLN,0.00,PLN
15-05-2016,16-05-2016,OP£ACENIE SK£ADKI UBEZPIECZ.,103.46,PLN,0.00,PLN
15-06-2016,15-06-2016,INDEKSACJA SUMY UBEZPIECZENIA,0.00,,0.00,
15-06-2016,15-06-2016,SP£ATA RATY - ODSETKI,28.27,CHF,0.00,CHF
15-06-2016,15-06-2016,SP£ATA RATY - KAPITA£,465.18,CHF,127534.38,CHF
15-06-2016,15-06-2016,OP£ACENIE SK£ADKI UBEZPIECZ.,26.35,PLN,0.00,PLN
15-06-2016,15-06-2016,OP£ACENIE SK£ADKI UBEZPIECZ.,106.46,PLN,0.00,PLN
15-07-2016,15-07-2016,SP£ATA RATY - ODSETKI,27.25,CHF,0.00,CHF
15-07-2016,15-07-2016,SP£ATA RATY - KAPITA£,466.20,CHF,127068.18,CHF
15-07-2016,15-07-2016,OP£ACENIE SK£ADKI UBEZPIECZ.,26.35,PLN,0.00,PLN
15-07-2016,15-07-2016,OP£ACENIE SK£ADKI UBEZPIECZ.,104.68,PLN,0.00,PLN
16-08-2016,16-08-2016,SP£ATA RATY - ODSETKI,28.06,CHF,0.00,CHF
16-08-2016,16-08-2016,SP£ATA RATY - KAPITA£,465.39,CHF,126602.79,CHF
15-08-2016,16-08-2016,OP£ACENIE SK£ADKI UBEZPIECZ.,26.35,PLN,0.00,PLN
15-08-2016,16-08-2016,OP£ACENIE SK£ADKI UBEZPIECZ.,101.17,PLN,0.00,PLN
15-09-2016,15-09-2016,SP£ATA RATY - ODSETKI,27.96,CHF,0.00,CHF
15-09-2016,15-09-2016,SP£ATA RATY - KAPITA£,465.49,CHF,126137.30,CHF
15-09-2016,15-09-2016,OP£ACENIE SK£ADKI UBEZPIECZ.,26.35,PLN,0.00,PLN
15-09-2016,15-09-2016,OP£ACENIE SK£ADKI UBEZPIECZ.,101.80,PLN,0.00,PLN
17-10-2016,17-10-2016,SP£ATA RATY - ODSETKI,26.96,CHF,0.00,CHF
17-10-2016,17-10-2016,SP£ATA RATY - KAPITA£,466.49,CHF,125670.81,CHF
15-10-2016,17-10-2016,OP£ACENIE SK£ADKI UBEZPIECZ.,26.35,PLN,0.00,PLN
15-10-2016,17-10-2016,OP£ACENIE SK£ADKI UBEZPIECZ.,101.59,PLN,0.00,PLN
15-11-2016,15-11-2016,SP£ATA RATY - ODSETKI,27.75,CHF,0.00,CHF
15-11-2016,15-11-2016,SP£ATA RATY - KAPITA£,48.83,CHF,125621.98,CHF
15-11-2016,15-11-2016,OP£ACENIE SK£ADKI UBEZPIECZ.,26.35,PLN,0.00,PLN
15-11-2016,15-11-2016,OP£ACENIE SK£ADKI UBEZPIECZ.,104.80,PLN,0.00,PLN
21-11-2016,21-11-2016,SP£ATA RATY - KAPITA£,416.87,CHF,125205.11,CHF
21-11-2016,21-11-2016,SP£ATA RATY - ODSETKI KARNE,0.19,CHF,0.00,CHF
15-12-2016,15-12-2016,SP£ATA RATY - ODSETKI,26.76,CHF,0.00,CHF
15-12-2016,15-12-2016,SP£ATA RATY - KAPITA£,216.28,CHF,124988.83,CHF
15-12-2016,15-12-2016,OP£ACENIE SK£ADKI UBEZPIECZ.,26.35,PLN,0.00,PLN
15-12-2016,15-12-2016,OP£ACENIE SK£ADKI UBEZPIECZ.,105.09,PLN,0.00,PLN
16-12-2016,16-12-2016,SP£ATA RATY - KAPITA£,250.41,CHF,124738.42,CHF
16-01-2017,16-01-2017,SP£ATA RATY - ODSETKI,27.54,CHF,0.00,CHF
16-01-2017,16-01-2017,SP£ATA RATY - KAPITA£,5.97,CHF,124732.45,CHF
15-01-2017,16-01-2017,OP£ACENIE SK£ADKI UBEZPIECZ.,26.35,PLN,0.00,PLN
15-01-2017,16-01-2017,OP£ACENIE SK£ADKI UBEZPIECZ.,103.44,PLN,0.00,PLN
26-01-2017,26-01-2017,SP£ATA RATY - KAPITA£,211.26,CHF,124521.19,CHF
26-01-2017,26-01-2017,SP£ATA RATY - ODSETKI KARNE,0.35,CHF,0.00,CHF
27-01-2017,27-01-2017,SP£ATA RATY - KAPITA£,248.68,CHF,124272.51,CHF
27-01-2017,27-01-2017,SP£ATA RATY - ODSETKI KARNE,0.02,CHF,0.00,CHF
15-02-2017,15-02-2017,SP£ATA RATY - ODSETKI,27.44,CHF,0.00,CHF
15-02-2017,15-02-2017,SP£ATA RATY - KAPITA£,166.72,CHF,124105.79,CHF
15-02-2017,15-02-2017,OP£ACENIE SK£ADKI UBEZPIECZ.,26.35,PLN,0.00,PLN
15-02-2017,15-02-2017,OP£ACENIE SK£ADKI UBEZPIECZ.,101.96,PLN,0.00,PLN
16-02-2017,16-02-2017,SP£ATA RATY - KAPITA£,299.29,CHF,123806.50,CHF
15-03-2017,15-03-2017,SP£ATA RATY - ODSETKI,24.69,CHF,0.00,CHF
15-03-2017,15-03-2017,SP£ATA RATY - KAPITA£,468.76,CHF,123337.74,CHF
15-03-2017,15-03-2017,OP£ACENIE SK£ADKI UBEZPIECZ.,26.35,PLN,0.00,PLN
15-03-2017,15-03-2017,OP£ACENIE SK£ADKI UBEZPIECZ.,101.31,PLN,0.00,PLN
18-04-2017,18-04-2017,SP£ATA RATY - ODSETKI,27.24,CHF,0.00,CHF
18-04-2017,18-04-2017,SP£ATA RATY - KAPITA£,466.21,CHF,122871.53,CHF
15-04-2017,18-04-2017,OP£ACENIE SK£ADKI UBEZPIECZ.,26.35,PLN,0.00,PLN
15-04-2017,18-04-2017,OP£ACENIE SK£ADKI UBEZPIECZ.,99.41,PLN,0.00,PLN
15-05-2017,15-05-2017,SP£ATA RATY - ODSETKI,26.26,CHF,0.00,CHF
15-05-2017,15-05-2017,SP£ATA RATY - KAPITA£,203.84,CHF,122667.69,CHF
15-05-2017,15-05-2017,OP£ACENIE SK£ADKI UBEZPIECZ.,26.35,PLN,0.00,PLN
15-05-2017,15-05-2017,OP£ACENIE SK£ADKI UBEZPIECZ.,96.03,PLN,0.00,PLN
18-05-2017,18-05-2017,SP£ATA RATY - KAPITA£,261.95,CHF,122405.74,CHF
23-05-2017,23-05-2017,SP£ATA RATY - KAPITA£,1.40,CHF,122404.34,CHF
15-06-2017,16-06-2017,INDEKSACJA SUMY UBEZPIECZENIA,0.00,,0.00,
15-06-2017,16-06-2017,OP£ACENIE SK£ADKI UBEZPIECZ.,26.35,PLN,0.00,PLN
15-06-2017,16-06-2017,OP£ACENIE SK£ADKI UBEZPIECZ.,96.75,PLN,0.00,PLN
12-07-2017,12-07-2017,SP£ATA RATY - ODSETKI,27.03,CHF,0.00,CHF
12-07-2017,12-07-2017,SP£ATA RATY - KAPITA£,466.42,CHF,121937.92,CHF
12-07-2017,12-07-2017,SP£ATA RATY - ODSETKI KARNE,0.95,CHF,0.00,CHF
17-07-2017,17-07-2017,SP£ATA RATY - ODSETKI,26.06,CHF,0.00,CHF
17-07-2017,17-07-2017,SP£ATA RATY - KAPITA£,467.39,CHF,121470.53,CHF
15-07-2017,17-07-2017,OP£ACENIE SK£ADKI UBEZPIECZ.,26.35,PLN,0.00,PLN
15-07-2017,17-07-2017,OP£ACENIE SK£ADKI UBEZPIECZ.,94.18,PLN,0.00,PLN
16-08-2017,16-08-2017,SP£ATA RATY - ODSETKI,26.82,CHF,0.00,CHF
16-08-2017,16-08-2017,SP£ATA RATY - KAPITA£,466.63,CHF,121003.90,CHF
15-08-2017,16-08-2017,OP£ACENIE SK£ADKI UBEZPIECZ.,26.35,PLN,0.00,PLN
15-08-2017,16-08-2017,OP£ACENIE SK£ADKI UBEZPIECZ.,92.62,PLN,0.00,PLN
15-09-2017,15-09-2017,OP£ACENIE SK£ADKI UBEZPIECZ.,26.35,PLN,0.00,PLN
15-09-2017,15-09-2017,OP£ACENIE SK£ADKI UBEZPIECZ.,91.54,PLN,0.00,PLN
19-09-2017,19-09-2017,SP£ATA RATY - ODSETKI,26.72,CHF,0.00,CHF
19-09-2017,19-09-2017,SP£ATA RATY - KAPITA£,166.86,CHF,120837.04,CHF
19-09-2017,19-09-2017,SP£ATA RATY - ODSETKI KARNE,0.14,CHF,0.00,CHF
20-09-2017,20-09-2017,SP£ATA RATY - KAPITA£,299.87,CHF,120537.17,CHF
20-09-2017,20-09-2017,SP£ATA RATY - ODSETKI KARNE,0.02,CHF,0.00,CHF
16-10-2017,16-10-2017,SP£ATA RATY - ODSETKI,25.76,CHF,0.00,CHF
16-10-2017,16-10-2017,SP£ATA RATY - KAPITA£,467.69,CHF,120069.48,CHF
15-10-2017,16-10-2017,OP£ACENIE SK£ADKI UBEZPIECZ.,26.35,PLN,0.00,PLN
15-10-2017,16-10-2017,OP£ACENIE SK£ADKI UBEZPIECZ.,90.28,PLN,0.00,PLN
15-11-2017,15-11-2017,SP£ATA RATY - ODSETKI,26.51,CHF,0.00,CHF
15-11-2017,15-11-2017,SP£ATA RATY - KAPITA£,466.94,CHF,119602.54,CHF
15-11-2017,15-11-2017,OP£ACENIE SK£ADKI UBEZPIECZ.,26.35,PLN,0.00,PLN
15-11-2017,15-11-2017,OP£ACENIE SK£ADKI UBEZPIECZ.,88.83,PLN,0.00,PLN
27-11-2017,27-11-2017,MODYFIKACJA ZABEZPIECZENIA,0.00,CHF,0.00,CHF
15-12-2017,15-12-2017,SP£ATA RATY - ODSETKI,0.24,CHF,0.00,CHF
15-12-2017,15-12-2017,OP£ACENIE SK£ADKI UBEZPIECZ.,26.35,PLN,0.00,PLN
15-12-2017,15-12-2017,OP£ACENIE SK£ADKI UBEZPIECZ.,88.04,PLN,0.00,PLN
18-12-2017,18-12-2017,MODYFIKACJA ZABEZPIECZENIA,0.00,CHF,0.00,CHF
18-12-2017,18-12-2017,SP£ATA RATY - ODSETKI,25.32,CHF,0.00,CHF
18-12-2017,18-12-2017,SP£ATA RATY - KAPITA£,467.89,CHF,119134.65,CHF
15-01-2018,15-01-2018,OP£ACENIE SK£ADKI UBEZPIECZ.,26.35,PLN,0.00,PLN
15-01-2018,15-01-2018,OP£ACENIE SK£ADKI UBEZPIECZ.,85.43,PLN,0.00,PLN
22-01-2018,22-01-2018,SP£ATA RATY - ODSETKI,26.31,CHF,0.00,CHF
22-01-2018,22-01-2018,SP£ATA RATY - KAPITA£,467.14,CHF,118667.51,CHF
22-01-2018,22-01-2018,SP£ATA RATY - ODSETKI KARNE,0.25,CHF,0.00,CHF
15-02-2018,15-02-2018,SP£ATA RATY - ODSETKI,26.20,CHF,0.00,CHF
15-02-2018,15-02-2018,SP£ATA RATY - KAPITA£,467.25,CHF,118200.26,CHF
15-02-2018,15-02-2018,OP£ACENIE SK£ADKI UBEZPIECZ.,26.35,PLN,0.00,PLN
15-02-2018,15-02-2018,OP£ACENIE SK£ADKI UBEZPIECZ.,86.59,PLN,0.00,PLN
15-03-2018,15-03-2018,SP£ATA RATY - ODSETKI,23.58,CHF,0.00,CHF
15-03-2018,15-03-2018,SP£ATA RATY - KAPITA£,5.91,CHF,118194.35,CHF
15-03-2018,15-03-2018,OP£ACENIE SK£ADKI UBEZPIECZ.,26.35,PLN,0.00,PLN
15-03-2018,15-03-2018,OP£ACENIE SK£ADKI UBEZPIECZ.,86.27,PLN,0.00,PLN
16-03-2018,16-03-2018,SP£ATA RATY - KAPITA£,463.96,CHF,117730.39,CHF
16-04-2018,16-04-2018,SP£ATA RATY - ODSETKI,26.00,CHF,0.00,CHF
16-04-2018,16-04-2018,SP£ATA RATY - KAPITA£,467.45,CHF,117262.94,CHF
15-04-2018,16-04-2018,OP£ACENIE SK£ADKI UBEZPIECZ.,26.35,PLN,0.00,PLN
15-04-2018,16-04-2018,OP£ACENIE SK£ADKI UBEZPIECZ.,83.85,PLN,0.00,PLN
15-05-2018,15-05-2018,SP£ATA RATY - ODSETKI,9.71,CHF,0.00,CHF
15-05-2018,15-05-2018,OP£ACENIE SK£ADKI UBEZPIECZ.,26.35,PLN,0.00,PLN
15-05-2018,15-05-2018,OP£ACENIE SK£ADKI UBEZPIECZ.,85.25,PLN,0.00,PLN
16-05-2018,16-05-2018,SP£ATA RATY - ODSETKI,15.35,CHF,0.00,CHF
16-05-2018,16-05-2018,SP£ATA RATY - KAPITA£,30.87,CHF,117232.07,CHF
24-05-2018,24-05-2018,SP£ATA RATY - KAPITA£,264.43,CHF,116967.64,CHF
24-05-2018,24-05-2018,SP£ATA RATY - ODSETKI KARNE,0.26,CHF,0.00,CHF
25-05-2018,25-05-2018,SP£ATA RATY - KAPITA£,58.12,CHF,116909.52,CHF
25-05-2018,25-05-2018,SP£ATA RATY - ODSETKI KARNE,0.01,CHF,0.00,CHF
28-05-2018,28-05-2018,SP£ATA RATY - KAPITA£,114.97,CHF,116794.55,CHF
28-05-2018,28-05-2018,SP£ATA RATY - ODSETKI KARNE,0.03,CHF,0.00,CHF
15-06-2018,15-06-2018,INDEKSACJA SUMY UBEZPIECZENIA,0.00,,0.00,
15-06-2018,15-06-2018,SP£ATA RATY - ODSETKI,25.79,CHF,0.00,CHF
15-06-2018,15-06-2018,SP£ATA RATY - KAPITA£,135.28,CHF,116659.27,CHF
15-06-2018,15-06-2018,OP£ACENIE SK£ADKI UBEZPIECZ.,26.35,PLN,0.00,PLN
15-06-2018,15-06-2018,OP£ACENIE SK£ADKI UBEZPIECZ.,87.99,PLN,0.00,PLN
22-06-2018,22-06-2018,SP£ATA RATY - KAPITA£,331.20,CHF,116328.07,CHF
22-06-2018,22-06-2018,SP£ATA RATY - ODSETKI KARNE,0.18,CHF,0.00,CHF
25-06-2018,25-06-2018,SP£ATA RATY - KAPITA£,1.18,CHF,116326.89,CHF
15-07-2018,16-07-2018,OP£ACENIE SK£ADKI UBEZPIECZ.,26.35,PLN,0.00,PLN
15-07-2018,16-07-2018,OP£ACENIE SK£ADKI UBEZPIECZ.,86.93,PLN,0.00,PLN
25-07-2018,25-07-2018,SP£ATA RATY - ODSETKI,24.86,CHF,0.00,CHF
25-07-2018,25-07-2018,SP£ATA RATY - KAPITA£,267.45,CHF,116059.44,CHF
25-07-2018,25-07-2018,SP£ATA RATY - ODSETKI KARNE,0.35,CHF,0.00,CHF
26-07-2018,26-07-2018,SP£ATA RATY - KAPITA£,166.18,CHF,115893.26,CHF
26-07-2018,26-07-2018,SP£ATA RATY - ODSETKI KARNE,0.02,CHF,0.00,CHF
30-07-2018,30-07-2018,SP£ATA RATY - KAPITA£,34.96,CHF,115858.30,CHF
30-07-2018,30-07-2018,SP£ATA RATY - ODSETKI KARNE,0.01,CHF,0.00,CHF
16-08-2018,16-08-2018,SP£ATA RATY - ODSETKI,25.58,CHF,0.00,CHF
16-08-2018,16-08-2018,SP£ATA RATY - KAPITA£,61.96,CHF,115796.34,CHF
15-08-2018,16-08-2018,OP£ACENIE SK£ADKI UBEZPIECZ.,26.35,PLN,0.00,PLN
15-08-2018,16-08-2018,OP£ACENIE SK£ADKI UBEZPIECZ.,89.59,PLN,0.00,PLN
23-08-2018,23-08-2018,SP£ATA RATY - KAPITA£,230.03,CHF,115566.31,CHF
23-08-2018,23-08-2018,SP£ATA RATY - ODSETKI KARNE,0.21,CHF,0.00,CHF
24-08-2018,24-08-2018,SP£ATA RATY - KAPITA£,57.44,CHF,115508.87,CHF
24-08-2018,24-08-2018,SP£ATA RATY - ODSETKI KARNE,0.01,CHF,0.00,CHF
10-09-2018,10-09-2018,SP£ATA RATY - KAPITA£,118.44,CHF,115390.43,CHF
10-09-2018,10-09-2018,SP£ATA RATY - ODSETKI KARNE,0.15,CHF,0.00,CHF
17-09-2018,17-09-2018,SP£ATA RATY - ODSETKI,13.51,CHF,0.00,CHF
15-09-2018,17-09-2018,OP£ACENIE SK£ADKI UBEZPIECZ.,26.35,PLN,0.00,PLN
15-09-2018,17-09-2018,OP£ACENIE SK£ADKI UBEZPIECZ.,89.57,PLN,0.00,PLN
25-09-2018,25-09-2018,SP£ATA RATY - ODSETKI,11.97,CHF,0.00,CHF
25-09-2018,25-09-2018,SP£ATA RATY - KAPITA£,217.70,CHF,115172.73,CHF
