Data;CHF (Cena kupna);CHF (Cena sprzedazy)
2000-03-14 08:00:00;2.4317;2.497
2000-03-15 08:00:00;2.4244;2.4898
2000-03-16 08:00:00;2.4281;2.4935
2000-03-17 08:00:00;2.4266;2.492
2000-03-17 08:45:00;2.4266;2.492
2000-03-20 08:00:00;2.424;2.4896
2000-03-21 08:00:00;2.4189;2.4847
2000-03-22 08:00:00;2.3976;2.4628
2000-03-23 08:00:00;2.4004;2.4658
2000-03-24 08:00:00;2.4286;2.4946
2000-03-27 08:00:00;2.4502;2.517
2000-03-28 08:00:00;2.4325;2.4991
2000-03-29 08:00:00;2.4226;2.4887
2000-03-30 08:00:00;2.4208;2.4866
2000-03-31 08:00:00;2.4594;2.5254
2000-04-03 08:00:00;2.4539;2.5198
2000-04-04 08:00:00;2.5018;2.5682
2000-04-05 08:00:00;2.53;2.5966
2000-04-06 08:00:00;2.5432;2.6102
2000-04-07 08:00:00;2.5108;2.5777
2000-04-10 08:00:00;2.4975;2.5643
2000-04-11 08:00:00;2.505;2.572
2000-04-12 08:00:00;2.458;2.5382
2000-04-12 09:55:00;2.458;2.5382
2000-04-13 08:00:00;2.5058;2.5726
2000-04-14 08:00:00;2.5014;2.5684
2000-04-17 08:00:00;2.6071;2.6747
2000-04-18 08:00:00;2.545;2.6118
2000-04-19 08:00:00;2.5252;2.5918
2000-04-20 08:00:00;2.5435;2.6099
2000-04-21 08:00:00;2.5389;2.6053
2000-04-25 08:00:00;2.5347;2.6009
2000-04-26 08:00:00;2.5013;2.5671
2000-04-27 08:00:00;2.5025;2.5682
2000-04-28 08:00:00;2.5451;2.6234
2000-05-02 08:00:00;2.5778;2.6436
2000-05-04 08:00:00;2.5876;2.6536
2000-05-05 08:00:00;2.6295;2.6949
2000-05-08 08:00:00;2.6347;2.7003
2000-05-09 08:00:00;2.5722;2.6378
2000-05-10 08:00:00;2.5212;2.587
2000-05-11 08:00:00;2.5996;2.6654
2000-05-12 08:00:00;2.5483;2.6139
2000-05-15 08:00:00;2.5981;2.6645
2000-05-16 08:00:00;2.526;2.592
2000-05-16 10:40:00;2.526;2.592
2000-05-17 08:00:00;2.5442;2.6102
2000-05-17 09:35:00;2.5442;2.6102
2000-05-18 08:00:00;2.5573;2.6228
2000-05-18 09:05:00;2.5573;2.6228
2000-05-18 09:30:00;2.5921;2.6577
2000-05-18 12:30:00;2.5921;2.6577
2000-05-19 08:00:00;2.5517;2.6171
2000-05-19 10:20:00;2.5517;2.6171
2000-05-22 08:00:00;2.5722;2.6378
2000-05-23 08:00:00;2.6244;2.6904
2000-05-23 11:30:00;2.6244;2.6904
2000-05-24 08:00:00;2.6157;2.6813
2000-05-24 09:45:00;2.6157;2.6813
2000-05-24 10:45:00;2.5966;2.6624
2000-05-25 08:00:00;2.5932;2.6588
2000-05-25 10:50:00;2.5932;2.6588
2000-05-26 08:00:00;2.6172;2.683
2000-05-29 08:00:00;2.6419;2.7083
2000-05-29 09:00:00;2.6419;2.7083
2000-05-29 11:40:00;2.6419;2.7083
2000-05-30 08:00:00;2.6354;2.7016
2000-05-30 09:50:00;2.6354;2.7016
2000-05-30 11:40:00;2.6216;2.688
2000-05-31 08:00:00;2.5974;2.6634
2000-05-31 09:25:00;2.5974;2.6634
2000-06-01 08:00:00;2.5708;2.6476
2000-06-02 08:00:00;2.5642;2.6408
2000-06-02 09:25:00;2.5642;2.6408
2000-06-02 12:15:00;2.5642;2.6408
2000-06-05 08:00:00;2.5577;2.6345
2000-06-06 08:00:00;2.5487;2.6259
2000-06-06 08:55:00;2.5487;2.6259
2000-06-06 10:30:00;2.5832;2.6602
2000-06-07 08:00:00;2.6151;2.6925
2000-06-07 09:30:00;2.6151;2.6925
2000-06-08 08:00:00;2.6151;2.6931
2000-06-08 09:30:00;2.6151;2.6931
2000-06-08 11:15:00;2.6482;2.7262
2000-06-09 08:00:00;2.6449;2.7227
2000-06-09 09:30:00;2.6449;2.7227
2000-06-12 08:00:00;2.641;2.7188
2000-06-13 08:00:00;2.6511;2.7291
2000-06-14 08:00:00;2.6767;2.7549
2000-06-15 08:00:00;2.6602;2.7384
2000-06-16 08:00:00;2.6393;2.7172
2000-06-16 11:35:00;2.6393;2.7172
2000-06-19 08:00:00;2.6922;2.7708
2000-06-19 11:30:00;2.6922;2.7708
2000-06-20 08:00:00;2.6663;2.7447
2000-06-21 08:00:00;2.6515;2.7295
2000-06-21 12:10:00;2.6515;2.7295
2000-06-23 08:00:00;2.6326;2.7106
2000-06-23 11:15:00;2.6326;2.7106
2000-06-26 08:00:00;2.6427;2.7205
2000-06-27 08:00:00;2.6541;2.7321
2000-06-27 10:10:00;2.6541;2.7321
2000-06-28 08:00:00;2.6548;2.7334
2000-06-29 08:00:00;2.6377;2.7159
2000-06-30 08:00:00;2.6425;2.7209
2000-06-30 09:25:00;2.6425;2.7209
2000-06-30 13:00:00;2.6425;2.7209
2000-07-03 08:00:00;2.6305;2.7087
2000-07-03 11:35:00;2.6305;2.7087
2000-07-04 08:00:00;2.5919;2.6703
2000-07-05 08:00:00;2.6045;2.6827
2000-07-05 09:30:00;2.6045;2.6827
2000-07-05 12:10:00;2.6045;2.6827
2000-07-06 08:00:00;2.6284;2.7071
2000-07-07 08:00:00;2.6211;2.6999
2000-07-10 08:00:00;2.6234;2.7022
2000-07-10 12:00:00;2.6234;2.7022
2000-07-11 08:00:00;2.6062;2.685
2000-07-11 11:10:00;2.6062;2.685
2000-07-12 08:00:00;2.572;2.6504
2000-07-12 09:55:00;2.572;2.6504
2000-07-13 08:00:00;2.5663;2.6439
2000-07-14 08:00:00;2.5667;2.6446
2000-07-14 10:00:00;2.5667;2.6446
2000-07-17 08:00:00;2.5999;2.6781
2000-07-17 08:30:00;2.5999;2.6781
2000-07-17 08:35:00;2.5999;2.6781
2000-07-18 08:00:00;2.5705;2.6483
2000-07-19 08:00:00;2.5533;2.6308
2000-07-20 08:00:00;2.5575;2.6349
2000-07-21 08:00:00;2.5609;2.6386
2000-07-21 10:10:00;2.5609;2.6386
2000-07-24 08:00:00;2.5492;2.6268
2000-07-25 08:00:00;2.5426;2.62
2000-07-26 08:00:00;2.5627;2.6407
2000-07-27 08:00:00;2.5674;2.645
2000-07-28 08:00:00;2.558;2.6357
2000-07-31 08:00:00;2.5532;2.6304
2000-08-01 08:00:00;2.56;2.6374
2000-08-01 10:05:00;2.56;2.6374
2000-08-01 11:00:00;2.56;2.6374
2000-08-02 08:00:00;2.5593;2.6367
2000-08-03 08:00:00;2.5583;2.6357
2000-08-04 08:00:00;2.5481;2.6251
2000-08-07 08:00:00;2.5408;2.6176
2000-08-08 08:00:00;2.5276;2.6046
2000-08-09 08:00:00;2.5164;2.593
2000-08-09 11:30:00;2.5164;2.593
2000-08-10 08:00:00;2.5126;2.5894
2000-08-11 08:00:00;2.5097;2.5867
2000-08-14 08:00:00;2.4952;2.5712
2000-08-16 08:00:00;2.4985;2.5748
2000-08-17 08:00:00;2.5003;2.5765
2000-08-17 09:40:00;2.5003;2.5765
2000-08-18 08:00:00;2.4871;2.5633
2000-08-21 08:00:00;2.476;2.552
2000-08-22 08:00:00;2.4628;2.5388
2000-08-23 08:00:00;2.4548;2.5306
2000-08-24 08:00:00;2.4891;2.5655
2000-08-25 08:00:00;2.5023;2.5785
2000-08-25 11:40:00;2.5023;2.5785
2000-08-28 08:00:00;2.5249;2.6017
2000-08-29 08:00:00;2.5098;2.5862
2000-08-30 08:00:00;2.4939;2.5699
2000-08-31 08:00:00;2.498;2.574
2000-09-01 08:00:00;2.4836;2.5598
2000-09-01 10:10:00;2.4836;2.5598
2000-09-04 08:00:00;2.4986;2.575
2000-09-05 08:00:00;2.4768;2.553
2000-09-05 11:20:00;2.4768;2.553
2000-09-06 08:00:00;2.4527;2.5285
2000-09-07 08:00:00;2.4322;2.5072
2000-09-07 10:10:00;2.4322;2.5072
2000-09-07 10:50:00;2.4322;2.5072
2000-09-07 11:50:00;2.4322;2.5072
2000-09-08 08:00:00;2.4471;2.5221
2000-09-11 08:00:00;2.4519;2.5271
2000-09-12 08:00:00;2.478;2.5542
2000-09-12 10:00:00;2.478;2.5542
2000-09-13 08:00:00;2.4921;2.5681
2000-09-13 09:40:00;2.4921;2.5681
2000-09-13 10:10:00;2.5211;2.5971
2000-09-13 12:10:00;2.5211;2.5971
2000-09-14 08:00:00;2.5062;2.582
2000-09-14 13:15:00;2.5182;2.5944
2000-09-15 08:00:00;2.5012;2.5768
2000-09-15 11:40:00;2.5012;2.5768
2000-09-18 08:00:00;2.4808;2.5564
2000-09-18 09:20:00;2.4808;2.5564
2000-09-18 10:00:00;2.4808;2.5564
2000-09-18 10:40:00;2.5087;2.5845
2000-09-18 12:40:00;2.5087;2.5845
2000-09-19 08:00:00;2.5104;2.5861
2000-09-19 09:00:00;2.5104;2.5861
2000-09-20 08:00:00;2.5482;2.6242
2000-09-21 08:00:00;2.5507;2.6269
2000-09-21 09:30:00;2.5507;2.6269
2000-09-22 08:00:00;2.5555;2.6317
2000-09-22 11:00:00;2.5555;2.6317
2000-09-25 08:00:00;2.6039;2.6811
2000-09-25 10:15:00;2.6039;2.6811
2000-09-26 08:00:00;2.5861;2.663
2000-09-26 09:30:00;2.5861;2.663
2000-09-27 08:00:00;2.6081;2.6851
2000-09-28 08:00:00;2.6017;2.6787
2000-09-28 11:10:00;2.6017;2.6787
2000-09-28 13:00:00;2.6017;2.6787
2000-09-29 08:00:00;2.5787;2.6557
2000-10-02 08:00:00;2.5881;2.665
2000-10-02 09:30:00;2.5881;2.665
2000-10-03 08:00:00;2.5861;2.6627
2000-10-03 09:30:00;2.5861;2.6627
2000-10-04 08:00:00;2.5921;2.6692
2000-10-05 08:00:00;2.5784;2.6554
2000-10-05 13:15:00;2.5784;2.6554
2000-10-06 08:00:00;2.5676;2.6442
2000-10-09 08:00:00;2.5654;2.642
2000-10-10 08:00:00;2.5611;2.6375
2000-10-10 11:35:00;2.5611;2.6375
2000-10-11 08:00:00;2.5906;2.6674
2000-10-11 09:30:00;2.5906;2.6674
2000-10-11 14:40:00;2.5906;2.6674
2000-10-12 08:00:00;2.6212;2.6981
2000-10-12 09:30:00;2.6212;2.6981
2000-10-13 08:00:00;2.6595;2.7367
2000-10-13 10:10:00;2.6595;2.7367
2000-10-16 08:00:00;2.6235;2.6999
2000-10-16 09:15:00;2.6235;2.6999
2000-10-16 10:15:00;2.5978;2.6742
2000-10-16 13:10:00;2.5978;2.6742
2000-10-17 08:00:00;2.6043;2.6805
2000-10-17 13:45:00;2.6043;2.6805
2000-10-18 08:00:00;2.5995;2.6759
2000-10-18 08:48:00;2.5995;2.6759
2000-10-19 08:00:00;2.6027;2.6787
2000-10-19 08:50:00;2.6027;2.6787
2000-10-19 12:30:00;2.6027;2.6787
2000-10-19 12:40:00;2.6027;2.6787
2000-10-20 08:00:00;2.5825;2.6585
2000-10-23 08:00:00;2.584;2.66
2000-10-23 09:10:00;2.584;2.66
2000-10-23 11:45:00;2.584;2.66
2000-10-24 08:00:00;2.5869;2.6631
2000-10-24 11:45:00;2.5869;2.6631
2000-10-24 13:45:00;2.5869;2.6631
2000-10-25 08:00:00;2.5607;2.6365
2000-10-25 11:00:00;2.5615;2.6375
2000-10-26 08:00:00;2.5477;2.6231
2000-10-26 09:35:00;2.5477;2.6231
2000-10-26 12:45:00;2.5389;2.6141
2000-10-27 08:00:00;2.5382;2.6134
2000-10-27 11:45:00;2.5382;2.6134
2000-10-27 13:45:00;2.5382;2.6134
2000-10-30 08:00:00;2.5674;2.643
2000-10-30 11:30:00;2.567;2.6426
2000-10-31 08:00:00;2.5507;2.6263
2000-10-31 09:50:00;2.5507;2.6263
2000-10-31 12:35:00;2.5507;2.6263
2000-11-02 08:00:00;2.5571;2.6329
2000-11-03 08:00:00;2.5354;2.6116
2000-11-03 08:50:00;2.5357;2.6116
2000-11-03 10:55:00;2.5357;2.6116
2000-11-03 11:45:00;2.5354;2.6116
2000-11-06 08:00:00;2.5373;2.6135
2000-11-07 08:00:00;2.5227;2.5991
2000-11-07 10:35:00;2.5227;2.5991
2000-11-07 13:30:00;2.5227;2.5991
2000-11-08 08:00:00;2.5452;2.6212
2000-11-08 09:50:00;2.5452;2.6212
2000-11-09 08:00:00;2.5313;2.6073
2000-11-09 09:45:00;2.5313;2.6073
2000-11-09 13:00:00;2.5313;2.6073
2000-11-10 08:00:00;2.5682;2.6448
2000-11-13 08:00:00;2.5666;2.6429
2000-11-13 09:35:00;2.5666;2.6429
2000-11-14 08:00:00;2.5552;2.6314
2000-11-14 09:45:00;2.5552;2.6314
2000-11-15 08:00:00;2.5459;2.6219
2000-11-15 09:15:00;2.5459;2.6219
2000-11-15 10:05:00;2.5459;2.6219
2000-11-16 08:00:00;2.535;2.6109
2000-11-16 09:10:00;2.535;2.6109
2000-11-16 10:30:00;2.535;2.6109
2000-11-17 08:00:00;2.5292;2.6049
2000-11-17 12:05:00;2.5292;2.6049
2000-11-20 08:00:00;2.5137;2.589
2000-11-21 08:00:00;2.5144;2.59
2000-11-21 12:30:00;2.5144;2.59
2000-11-22 08:00:00;2.5023;2.5779
2000-11-23 08:00:00;2.5066;2.582
2000-11-24 08:00:00;2.4879;2.5631
2000-11-24 15:00:00;2.5245;2.6009
2000-11-27 08:00:00;2.4893;2.5649
2000-11-28 08:00:00;2.4971;2.5731
2000-11-29 08:00:00;2.5259;2.6023
2000-11-29 09:20:00;2.5259;2.6023
2000-11-29 11:35:00;2.5311;2.6077
2000-11-30 08:00:00;2.5259;2.6023
2000-11-30 08:55:00;2.5259;2.6023
2000-11-30 10:45:00;2.5386;2.616
2000-12-01 08:00:00;2.5443;2.6213
2000-12-04 08:00:00;2.5387;2.6161
2000-12-04 09:20:00;2.5387;2.6161
2000-12-04 10:30:00;2.5387;2.6161
2000-12-04 11:55:00;2.5561;2.6335
2000-12-05 08:00:00;2.5703;2.6481
2000-12-05 10:10:00;2.5703;2.6481
2000-12-06 08:00:00;2.5472;2.6248
2000-12-06 08:55:00;2.5472;2.6248
2000-12-06 10:10:00;2.5394;2.617
2000-12-07 08:00:00;2.5425;2.6205
2000-12-07 09:10:00;2.5425;2.6205
2000-12-07 10:00:00;2.5425;2.6205
2000-12-08 08:00:00;2.5498;2.6274
2000-12-11 08:00:00;2.5464;2.6242
2000-12-12 08:00:00;2.5433;2.6213
2000-12-12 09:50:00;2.5433;2.6213
2000-12-12 10:45:00;2.5433;2.6213
2000-12-13 08:00:00;2.518;2.5958
2000-12-13 09:25:00;2.518;2.5958
2000-12-14 08:00:00;2.5242;2.6022
2000-12-14 10:35:00;2.5242;2.6022
2000-12-15 08:00:00;2.5432;2.6218
2000-12-15 12:35:00;2.5432;2.6218
2000-12-18 08:00:00;2.5391;2.6175
2000-12-18 12:00:00;2.5391;2.6175
2000-12-19 08:00:00;2.5272;2.6058
2000-12-19 12:05:00;2.5272;2.6058
2000-12-20 08:00:00;2.5184;2.5966
2000-12-20 09:45:00;2.5184;2.5966
2000-12-21 08:00:00;2.4908;2.569
2000-12-21 10:00:00;2.4908;2.569
2000-12-21 10:30:00;2.5053;2.5837
2000-12-21 12:30:00;2.5053;2.5837
2000-12-22 08:00:00;2.5002;2.5787
2000-12-22 11:15:00;2.5002;2.5787
2000-12-22 12:05:00;2.5002;2.5787
2000-12-27 08:00:00;2.5022;2.5813
2000-12-27 11:40:00;2.5022;2.5813
2000-12-28 08:00:00;2.4745;2.5535
2000-12-28 12:50:00;2.4745;2.5535
2000-12-29 08:00:00;2.4958;2.575
2001-01-02 08:00:00;2.5099;2.5895
2001-01-02 09:45:00;2.5099;2.5895
2001-01-02 10:30:00;2.5052;2.5849
2001-01-03 08:00:00;2.5047;2.5847
2001-01-03 12:20:00;2.5047;2.5847
2001-01-04 08:00:00;2.5103;2.5899
2001-01-04 09:05:00;2.5103;2.5899
2001-01-04 09:20:00;2.5283;2.6082
2001-01-04 13:25:00;2.5283;2.6082
2001-01-04 14:25:00;2.5283;2.6082
2001-01-05 08:00:00;2.5135;2.5931
2001-01-05 12:35:00;2.5135;2.5931
2001-01-05 13:10:00;2.5135;2.5931
2001-01-08 08:00:00;2.5034;2.583
2001-01-08 09:40:00;2.5034;2.583
2001-01-08 10:30:00;2.5034;2.583
2001-01-09 08:00:00;2.5206;2.6004
2001-01-09 10:20:00;2.5206;2.6004
2001-01-10 08:00:00;2.5198;2.5992
2001-01-10 09:05:00;2.5198;2.5992
2001-01-10 10:25:00;2.5198;2.5992
2001-01-10 11:25:00;2.5198;2.5992
2001-01-11 08:00:00;2.5107;2.5897
2001-01-11 09:15:00;2.5107;2.5897
2001-01-11 10:20:00;2.5107;2.5897
2001-01-12 08:00:00;2.5125;2.5917
2001-01-12 14:10:00;2.5125;2.5917
2001-01-15 08:00:00;2.4882;2.567
2001-01-16 08:00:00;2.4736;2.552
2001-01-16 11:45:00;2.4736;2.552
2001-01-17 08:00:00;2.4665;2.5451
2001-01-17 12:05:00;2.4665;2.5451
2001-01-18 08:00:00;2.4616;2.5402
2001-01-18 10:20:00;2.4616;2.5402
2001-01-19 08:00:00;2.4975;2.5769
2001-01-19 09:40:00;2.4975;2.5769
2001-01-19 12:05:00;2.4975;2.5769
2001-01-22 08:00:00;2.4752;2.5542
2001-01-22 10:10:00;2.4752;2.5542
2001-01-22 13:00:00;2.4752;2.5542
2001-01-23 08:00:00;2.4795;2.5585
2001-01-24 08:00:00;2.4695;2.5483
2001-01-24 11:55:00;2.4695;2.5483
2001-01-25 08:00:00;2.4553;2.5337
2001-01-25 12:45:00;2.4553;2.5337
2001-01-26 08:00:00;2.4633;2.5419
2001-01-26 09:30:00;2.4633;2.5419
2001-01-26 11:45:00;2.4633;2.5419
2001-01-26 14:20:00;2.4633;2.5419
2001-01-29 08:00:00;2.4615;2.5401
2001-01-29 14:25:00;2.4615;2.5401
2001-01-30 08:00:00;2.4578;2.5362
2001-01-30 11:45:00;2.4578;2.5362
2001-01-31 08:00:00;2.4556;2.5344
2001-01-31 09:25:00;2.4556;2.5344
2001-01-31 12:45:00;2.4556;2.5344
2001-02-01 08:00:00;2.4553;2.5341
2001-02-01 13:10:00;2.4553;2.5341
2001-02-02 08:00:00;2.4393;2.5181
2001-02-02 10:45:00;2.4393;2.5181
2001-02-02 12:55:00;2.4393;2.5181
2001-02-05 08:00:00;2.4166;2.4952
2001-02-05 09:15:00;2.4166;2.4952
2001-02-05 11:15:00;2.4166;2.4952
2001-02-06 08:00:00;2.4228;2.5013
2001-02-06 09:45:00;2.4228;2.5013
2001-02-07 08:00:00;2.4158;2.4938
2001-02-07 12:40:00;2.4158;2.4938
2001-02-08 08:00:00;2.4228;2.501
2001-02-08 12:40:00;2.4228;2.501
2001-02-09 08:00:00;2.422;2.4998
2001-02-09 13:05:00;2.422;2.4998
2001-02-12 08:00:00;2.4399;2.5183
2001-02-12 11:35:00;2.4399;2.5183
2001-02-13 08:00:00;2.4183;2.4965
2001-02-13 10:50:00;2.4183;2.4965
2001-02-13 13:00:00;2.4183;2.4965
2001-02-14 08:00:00;2.414;2.492
2001-02-14 11:35:00;2.414;2.492
2001-02-15 08:00:00;2.4075;2.4855
2001-02-15 10:35:00;2.4075;2.4855
2001-02-15 11:05:00;2.4075;2.4855
2001-02-15 13:35:00;2.4075;2.4855
2001-02-16 08:00:00;2.3997;2.4773
2001-02-16 10:10:00;2.3997;2.4773
2001-02-19 08:00:00;2.3984;2.4762
2001-02-19 11:25:00;2.3984;2.4762
2001-02-19 11:55:00;2.3984;2.4762
2001-02-20 08:00:00;2.4104;2.4882
2001-02-20 09:20:00;2.4104;2.4882
2001-02-20 10:25:00;2.4104;2.4882
2001-02-20 11:40:00;2.4104;2.4882
2001-02-20 13:35:00;2.4104;2.4882
2001-02-20 14:30:00;2.4104;2.4882
2001-02-21 08:00:00;2.3943;2.4719
2001-02-21 09:25:00;2.3943;2.4719
2001-02-21 10:25:00;2.3943;2.4719
2001-02-21 12:40:00;2.3943;2.4719
2001-02-21 13:25:00;2.3943;2.4719
2001-02-22 08:00:00;2.434;2.5116
2001-02-22 09:25:00;2.434;2.5116
2001-02-22 10:10:00;2.434;2.5116
2001-02-22 12:45:00;2.434;2.5116
2001-02-22 13:20:00;2.434;2.5116
2001-02-23 08:00:00;2.4161;2.4937
2001-02-23 09:20:00;2.4161;2.4937
2001-02-23 12:20:00;2.4161;2.4937
2001-02-26 08:00:00;2.4208;2.4986
2001-02-26 11:15:00;2.4208;2.4986
2001-02-27 08:00:00;2.3995;2.4771
2001-02-27 11:35:00;2.3995;2.4771
2001-02-28 08:00:00;2.3951;2.4729
2001-02-28 11:50:00;2.3951;2.4729
2001-02-28 13:50:00;2.3951;2.4729
2001-03-01 08:00:00;2.3842;2.462
2001-03-01 09:25:00;2.3842;2.462
2001-03-02 08:00:00;2.3777;2.4561
2001-03-02 09:25:00;2.3777;2.4561
2001-03-02 13:25:00;2.3777;2.4561
2001-03-05 08:00:00;2.3804;2.4588
2001-03-05 10:15:00;2.3804;2.4588
2001-03-06 08:00:00;2.3774;2.4556
2001-03-06 09:30:00;2.3774;2.4556
2001-03-06 13:15:00;2.3774;2.4556
2001-03-07 08:00:00;2.3669;2.4453
2001-03-07 09:30:00;2.3669;2.4453
2001-03-08 08:00:00;2.3528;2.4308
2001-03-08 09:50:00;2.3528;2.4308
2001-03-08 10:35:00;2.3528;2.4308
2001-03-09 08:00:00;2.365;2.4431
2001-03-09 11:10:00;2.365;2.4431
2001-03-12 08:00:00;2.3626;2.4408
2001-03-12 10:05:00;2.3626;2.4408
2001-03-13 08:00:00;2.3775;2.4557
2001-03-13 08:25:00;2.3775;2.4557
2001-03-13 09:10:00;2.4176;2.4958
2001-03-13 11:15:00;2.4176;2.4958
2001-03-14 08:00:00;2.3631;2.4793
2001-03-14 10:05:00;2.3631;2.4793
2001-03-14 12:50:00;2.3631;2.4793
2001-03-15 08:00:00;2.373;2.4502
2001-03-15 08:55:00;2.373;2.4502
2001-03-15 09:50:00;2.373;2.4502
2001-03-15 12:20:00;2.373;2.4502
2001-03-15 13:45:00;2.373;2.4502
2001-03-16 08:00:00;2.3648;2.4418
2001-03-16 09:50:00;2.3648;2.4418
2001-03-16 11:30:00;2.3648;2.4418
2001-03-16 14:35:00;2.3648;2.4418
2001-03-19 08:00:00;2.3829;2.4599
2001-03-19 11:25:00;2.3829;2.4599
2001-03-19 12:05:00;2.3829;2.4599
2001-03-20 08:00:00;2.39;2.4672
2001-03-20 09:10:00;2.39;2.4672
2001-03-20 12:05:00;2.39;2.4672
2001-03-21 08:00:00;2.3695;2.4471
2001-03-21 09:20:00;2.3695;2.4471
2001-03-21 10:30:00;2.3695;2.4471
2001-03-21 12:25:00;2.3695;2.4471
2001-03-22 08:00:00;2.3671;2.4441
2001-03-22 09:15:00;2.3671;2.4441
2001-03-22 10:15:00;2.3671;2.4441
2001-03-22 12:05:00;2.3671;2.4441
2001-03-23 08:00:00;2.3745;2.4513
2001-03-23 09:55:00;2.3745;2.4513
2001-03-23 11:40:00;2.3745;2.4513
2001-03-26 08:00:00;2.3637;2.4405
2001-03-26 09:25:00;2.3637;2.4405
2001-03-26 10:25:00;2.3637;2.4405
2001-03-27 08:00:00;2.354;2.431
2001-03-28 08:00:00;2.3532;2.4302
2001-03-28 10:25:00;2.3532;2.4302
2001-03-28 12:05:00;2.3532;2.4302
2001-03-28 12:45:00;2.3532;2.4302
2001-03-28 13:20:00;2.3532;2.4302
2001-03-29 08:00:00;2.3395;2.4163
2001-03-29 11:10:00;2.3395;2.4163
2001-03-29 14:05:00;2.3395;2.4163
2001-03-30 08:00:00;2.3204;2.3974
2001-03-30 09:35:00;2.3204;2.3974
2001-03-30 11:10:00;2.3204;2.3974
2001-04-02 08:00:00;2.3111;2.3877
2001-04-02 09:30:00;2.3111;2.3877
2001-04-03 08:00:00;2.3169;2.3937
2001-04-03 09:30:00;2.3169;2.3937
2001-04-04 08:00:00;2.3359;2.4133
2001-04-05 08:00:00;2.3499;2.4273
2001-04-05 10:10:00;2.3499;2.4273
2001-04-05 11:10:00;2.3499;2.4273
2001-04-05 13:20:00;2.3499;2.4273
2001-04-06 08:00:00;2.3248;2.4024
2001-04-06 10:25:00;2.3248;2.4024
2001-04-06 13:10:00;2.3248;2.4024
2001-04-09 08:00:00;2.327;2.4046
2001-04-09 11:30:00;2.327;2.4046
2001-04-10 08:00:00;2.3114;2.3887
2001-04-10 10:15:00;2.3114;2.3887
2001-04-10 11:20:00;2.3114;2.3887
2001-04-10 11:55:00;2.3114;2.3887
2001-04-11 08:00:00;2.3158;2.393
2001-04-11 14:25:00;2.3158;2.393
2001-04-12 08:00:00;2.3235;2.4009
2001-04-12 09:50:00;2.3235;2.4009
2001-04-12 11:50:00;2.3235;2.4009
2001-04-13 08:00:00;2.3095;2.3869
2001-04-17 08:00:00;2.3063;2.3837
2001-04-17 12:40:00;2.3063;2.3837
2001-04-18 08:00:00;2.2916;2.3684
2001-04-18 14:00:00;2.2916;2.3684
2001-04-19 08:00:00;2.2783;2.355
2001-04-19 09:10:00;2.2783;2.355
2001-04-19 11:40:00;2.2783;2.355
2001-04-20 08:00:00;2.2993;2.3765
2001-04-20 09:25:00;2.2993;2.3765
2001-04-20 11:10:00;2.2993;2.3765
2001-04-20 13:35:00;2.2993;2.3765
2001-04-23 08:00:00;2.3247;2.4023
2001-04-23 09:05:00;2.3247;2.4023
2001-04-23 09:25:00;2.3247;2.4023
2001-04-23 11:10:00;2.3247;2.4023
2001-04-23 12:20:00;2.3494;2.4268
2001-04-24 08:00:00;2.3435;2.4207
2001-04-24 09:10:00;2.3435;2.4207
2001-04-24 11:20:00;2.3435;2.4207
2001-04-24 12:35:00;2.3435;2.4207
2001-04-24 13:15:00;2.3435;2.4207
2001-04-25 08:00:00;2.3215;2.3985
2001-04-25 09:45:00;2.3215;2.3985
2001-04-25 13:30:00;2.3215;2.3985
2001-04-26 08:00:00;2.3164;2.3936
2001-04-26 11:30:00;2.3164;2.3936
2001-04-27 08:00:00;2.2907;2.3678
2001-04-27 10:05:00;2.2907;2.3678
2001-04-27 11:50:00;2.2907;2.3678
2001-04-30 08:00:00;2.2681;2.3447
2001-04-30 09:10:00;2.2681;2.3447
2001-04-30 12:30:00;2.2681;2.3447
2001-05-02 08:00:00;2.2531;2.3297
2001-05-02 09:55:00;2.2531;2.3297
2001-05-04 08:00:00;2.24;2.316
2001-05-04 09:45:00;2.24;2.316
2001-05-07 08:00:00;2.2429;2.3191
2001-05-08 08:00:00;2.2445;2.3207
2001-05-08 09:45:00;2.2445;2.3207
2001-05-08 12:05:00;2.2445;2.3207
2001-05-09 08:00:00;2.2303;2.3065
2001-05-10 08:00:00;2.2447;2.3209
2001-05-10 14:05:00;2.2447;2.3209
2001-05-10 14:25:00;2.2447;2.3209
2001-05-11 08:00:00;2.2337;2.3101
2001-05-11 12:05:00;2.2337;2.3101
2001-05-14 08:00:00;2.2425;2.3187
2001-05-14 09:00:00;2.2425;2.3187
2001-05-14 09:30:00;2.2425;2.3187
2001-05-14 11:10:00;2.2425;2.3187
2001-05-14 11:50:00;2.2425;2.3187
2001-05-15 08:00:00;2.2545;2.3307
2001-05-16 08:00:00;2.2515;2.3277
2001-05-16 10:00:00;2.2515;2.3277
2001-05-16 11:10:00;2.2515;2.3277
2001-05-17 08:00:00;2.2536;2.3302
2001-05-18 08:00:00;2.2441;2.3203
2001-05-18 09:45:00;2.2441;2.3203
2001-05-18 12:10:00;2.2441;2.3203
2001-05-21 08:00:00;2.2452;2.3214
2001-05-21 09:20:00;2.2452;2.3214
2001-05-21 10:25:00;2.2452;2.3214
2001-05-21 12:15:00;2.2452;2.3214
2001-05-22 08:00:00;2.2396;2.3156
2001-05-22 11:40:00;2.2396;2.3156
