Data;CHF (Cena kupna);CHF (Cena sprzedazy)
2010-02-17 08:00:00;2.6329;2.7957
2010-02-17 16:30:00;2.63;2.7926
2010-02-18 08:00:00;2.6371;2.8003
2010-02-18 16:30:00;2.6459;2.8095
2010-02-19 08:00:00;2.6564;2.8206
2010-02-19 16:30:00;2.6519;2.8159
2010-02-22 08:00:00;2.628;2.7906
2010-02-22 16:30:00;2.6324;2.7954
2010-02-23 08:00:00;2.6229;2.7851
2010-02-23 15:10:00;2.6262;2.7888
2010-02-23 16:40:00;2.6342;2.7972
2010-02-24 08:05:00;2.6498;2.8138
2010-02-24 16:30:00;2.6507;2.8147
2010-02-25 08:05:00;2.6474;2.8112
2010-02-25 15:10:00;2.652;2.816
2010-02-25 16:30:00;2.6532;2.8172
2010-02-26 08:00:00;2.6404;2.8038
2010-02-26 16:30:00;2.6241;2.7865
2010-03-01 08:00:00;2.6191;2.7811
2010-03-01 12:50:00;2.6174;2.7794
2010-03-01 16:30:00;2.6103;2.7717
2010-03-02 08:05:00;2.6048;2.766
2010-03-02 13:35:00;2.596;2.7566
2010-03-02 14:25:00;2.5996;2.7604
2010-03-02 16:30:00;2.6;2.7608
2010-03-03 08:05:00;2.5987;2.7595
2010-03-03 16:30:00;2.5849;2.7449
2010-03-04 08:05:00;2.5923;2.7527
2010-03-04 16:30:00;2.582;2.7416
2010-03-05 08:10:00;2.5827;2.7425
2010-03-05 16:30:00;2.5723;2.7313
2010-03-08 08:10:00;2.5658;2.7244
2010-03-08 16:30:00;2.5702;2.7292
2010-03-09 08:05:00;2.5651;2.7237
2010-03-09 13:20:00;2.5829;2.7427
2010-03-09 16:30:00;2.567;2.7258
2010-03-10 08:10:00;2.5704;2.7296
2010-03-10 16:30:00;2.5746;2.734
2010-03-11 08:00:00;2.5791;2.7385
2010-03-11 16:30:00;2.5915;2.7519
2010-03-12 08:00:00;2.5875;2.7475
2010-03-12 11:40:00;2.588;2.748
2010-03-12 16:35:00;2.5885;2.7485
2010-03-15 08:00:00;2.5911;2.7513
2010-03-15 16:30:00;2.6027;2.7637
2010-03-16 08:00:00;2.6002;2.761
2010-03-16 16:30:00;2.5896;2.7498
2010-03-17 08:00:00;2.5807;2.7403
2010-03-17 16:30:00;2.5892;2.7492
2010-03-18 08:00:00;2.5927;2.7531
2010-03-18 16:30:00;2.6004;2.7614
2010-03-19 08:00:00;2.6154;2.7772
2010-03-19 12:25:00;2.6317;2.7945
2010-03-19 16:30:00;2.6256;2.788
2010-03-22 08:10:00;2.6324;2.7952
2010-03-22 11:05:00;2.6494;2.8134
2010-03-22 16:30:00;2.6456;2.8092
2010-03-23 08:10:00;2.6313;2.7941
2010-03-23 16:30:00;2.644;2.8076
2010-03-24 08:05:00;2.6462;2.81
2010-03-24 16:30:00;2.6434;2.807
2010-03-25 08:10:00;2.6448;2.8084
2010-03-25 16:30:00;2.6371;2.8001
2010-03-26 08:10:00;2.6384;2.8016
2010-03-26 16:30:00;2.6495;2.8135
2010-03-29 08:10:00;2.6444;2.8078
2010-03-29 16:30:00;2.6314;2.7942
2010-03-30 08:00:00;2.6263;2.7889
2010-03-30 16:30:00;2.624;2.7864
2010-03-31 08:10:00;2.6258;2.7882
2010-03-31 16:30:00;2.6258;2.7882
2010-04-01 08:00:00;2.6299;2.7925
2010-04-01 16:30:00;2.6344;2.7974
2010-04-02 08:00:00;2.6059;2.7671
2010-04-02 16:25:00;2.6038;2.7648
2010-04-06 08:00:00;2.6025;2.7633
2010-04-06 16:30:00;2.6;2.7608
2010-04-07 08:10:00;2.5975;2.7581
2010-04-07 16:30:00;2.594;2.7544
2010-04-08 08:00:00;2.5962;2.7568
2010-04-08 16:30:00;2.6107;2.7721
2010-04-09 08:05:00;2.6062;2.7674
2010-04-09 13:15:00;2.6166;2.7784
2010-04-09 16:35:00;2.6163;2.7781
2010-04-12 08:00:00;2.6043;2.7655
2010-04-12 16:30:00;2.6048;2.7658
2010-04-13 08:00:00;2.6078;2.7692
2010-04-13 16:30:00;2.6214;2.7834
2010-04-14 08:00:00;2.6161;2.7779
2010-04-14 16:30:00;2.6105;2.7719
2010-04-15 08:00:00;2.611;2.7724
2010-04-15 16:30:00;2.608;2.7694
2010-04-16 08:00:00;2.6136;2.7752
2010-04-16 16:30:00;2.6196;2.7816
2010-04-19 08:05:00;2.6333;2.7961
2010-04-19 16:35:00;2.6373;2.8003
2010-04-20 08:10:00;2.6322;2.795
2010-04-20 16:30:00;2.6257;2.7881
2010-04-21 08:05:00;2.6233;2.7855
2010-04-21 16:30:00;2.623;2.7854
2010-04-22 08:05:00;2.6239;2.7861
2010-04-22 15:45:00;2.6289;2.7915
2010-04-22 16:30:00;2.6294;2.792
2010-04-23 08:05:00;2.634;2.7968
2010-04-23 16:30:00;2.628;2.7906
2010-04-26 08:05:00;2.6212;2.7832
2010-04-26 16:30:00;2.6248;2.7872
2010-04-27 08:00:00;2.6217;2.7839
2010-04-27 12:40:00;2.639;2.8022
2010-04-27 16:35:00;2.6391;2.8023
2010-04-28 08:00:00;2.6659;2.8307
2010-04-28 11:25:00;2.6712;2.8364
2010-04-28 14:20:00;2.6577;2.8221
2010-04-28 16:30:00;2.6597;2.8243
2010-04-29 08:00:00;2.6481;2.8119
2010-04-29 16:30:00;2.6444;2.808
2010-04-30 08:00:00;2.6387;2.8019
2010-04-30 16:35:00;2.6533;2.8173
2010-05-04 08:05:00;2.6545;2.8187
2010-05-04 11:55:00;2.6675;2.8327
2010-05-04 15:50:00;2.6881;2.8543
2010-05-04 16:30:00;2.6843;2.8503
2010-05-05 08:00:00;2.722;2.8904
2010-05-05 11:50:00;2.7124;2.8802
2010-05-05 14:30:00;2.7288;2.8976
2010-05-05 15:10:00;2.7456;2.9154
2010-05-05 15:30:00;2.7684;2.9396
2010-05-05 16:30:00;2.7592;2.9298
2010-05-06 08:00:00;2.7566;2.9272
2010-05-06 08:35:00;2.7727;2.9441
2010-05-06 16:35:00;2.8338;3.0092
2010-05-07 08:00:00;2.868;3.0454
2010-05-07 09:05:00;2.895;3.0742
2010-05-07 09:40:00;2.8675;3.0449
2010-05-07 12:35:00;2.8455;3.0215
2010-05-07 13:05:00;2.8282;3.003
2010-05-07 14:25:00;2.8401;3.0159
2010-05-07 15:15:00;2.8209;2.9955
2010-05-07 16:30:00;2.8644;3.0416
2010-05-10 08:00:00;2.7568;2.9274
2010-05-10 08:10:00;2.7425;2.9121
2010-05-10 09:40:00;2.7301;2.8989
2010-05-10 10:20:00;2.7062;2.8736
2010-05-10 12:05:00;2.7268;2.8954
2010-05-10 14:35:00;2.742;2.9116
2010-05-10 15:20:00;2.7244;2.893
2010-05-10 16:30:00;2.7439;2.9135
2010-05-11 08:05:00;2.7628;2.9336
2010-05-11 08:35:00;2.783;2.955
2010-05-11 16:35:00;2.7647;2.9357
2010-05-12 08:10:00;2.787;2.9594
2010-05-12 09:30:00;2.7659;2.9371
2010-05-12 14:15:00;2.7457;2.9155
2010-05-12 16:30:00;2.7383;2.9077
2010-05-13 08:05:00;2.7272;2.8958
2010-05-13 10:50:00;2.7402;2.9096
2010-05-13 16:30:00;2.7376;2.907
2010-05-14 08:05:00;2.739;2.9084
2010-05-14 10:05:00;2.7532;2.9234
2010-05-14 12:00:00;2.7735;2.9449
2010-05-14 16:30:00;2.7705;2.9419
2010-05-17 08:05:00;2.7971;2.9703
2010-05-17 15:00:00;2.7834;2.9556
2010-05-17 16:30:00;2.7832;2.9552
2010-05-18 08:05:00;2.7751;2.9467
2010-05-18 16:30:00;2.7675;2.9387
2010-05-19 08:05:00;2.8118;2.9858
2010-05-19 11:50:00;2.8292;3.004
2010-05-19 16:30:00;2.8008;2.9742
2010-05-20 08:05:00;2.7922;2.9648
2010-05-20 08:20:00;2.8087;2.9825
2010-05-20 09:15:00;2.79;2.9626
2010-05-20 11:50:00;2.813;2.987
2010-05-20 12:35:00;2.8394;3.015
2010-05-20 14:35:00;2.8721;3.0497
2010-05-20 16:30:00;2.8559;3.0325
2010-05-21 08:05:00;2.7667;2.9379
2010-05-21 10:00:00;2.7928;2.9656
2010-05-21 16:00:00;2.774;2.9456
2010-05-21 16:30:00;2.7813;2.9533
2010-05-24 08:00:00;2.7665;2.9377
2010-05-24 12:05:00;2.7726;2.944
2010-05-24 16:30:00;2.7723;2.9437
2010-05-25 08:05:00;2.7996;2.9728
2010-05-25 09:50:00;2.8214;2.996
2010-05-25 11:00:00;2.8338;3.0092
2010-05-25 16:30:00;2.8259;3.0007
2010-05-26 08:10:00;2.8132;2.9872
2010-05-26 16:30:00;2.8251;2.9997
2010-05-27 08:10:00;2.8043;2.9777
2010-05-27 16:30:00;2.7829;2.9549
2010-05-28 08:05:00;2.7687;2.9399
2010-05-28 10:30:00;2.7506;2.9206
2010-05-28 16:30:00;2.7708;2.9422
2010-05-31 08:00:00;2.7809;2.9529
2010-05-31 16:30:00;2.7857;2.9581
2010-06-01 08:00:00;2.8034;2.9768
2010-06-01 09:15:00;2.8209;2.9955
2010-06-01 11:20:00;2.818;2.9922
2010-06-01 16:05:00;2.8057;2.9791
2010-06-01 16:30:00;2.8022;2.9756
2010-06-02 08:10:00;2.822;2.9966
2010-06-02 16:30:00;2.8086;2.9822
2010-06-04 08:00:00;2.8357;3.0111
2010-06-04 13:10:00;2.8871;3.0657
2010-06-04 13:40:00;2.8889;3.0675
2010-06-04 14:00:00;2.9052;3.085
2010-06-04 16:30:00;2.8853;3.0637
2010-06-07 08:00:00;2.921;3.1016
2010-06-07 11:40:00;2.9022;3.0816
2010-06-07 16:30:00;2.8971;3.0763
2010-06-08 08:10:00;2.8978;3.077
2010-06-08 16:30:00;2.9156;3.096
2010-06-09 08:05:00;2.9038;3.0834
2010-06-09 16:30:00;2.9014;3.0808
2010-06-10 08:10:00;2.8975;3.0767
2010-06-10 16:05:00;2.8722;3.0498
2010-06-10 16:30:00;2.8842;3.0626
2010-06-11 08:05:00;2.8624;3.0396
2010-06-11 16:30:00;2.8568;3.0334
2010-06-14 08:10:00;2.8434;3.0194
2010-06-14 11:05:00;2.8485;3.0247
2010-06-14 16:30:00;2.8397;3.0153
2010-06-15 08:00:00;2.8347;3.0101
2010-06-15 16:30:00;2.832;3.0072
2010-06-16 08:00:00;2.8265;3.0013
2010-06-16 16:30:00;2.8582;3.035
2010-06-17 08:00:00;2.8528;3.0294
2010-06-17 16:30:00;2.8739;3.0517
2010-06-18 08:15:00;2.8701;3.0475
2010-06-18 16:30:00;2.8723;3.0499
2010-06-21 08:00:00;2.8549;3.0315
2010-06-21 16:30:00;2.8514;3.0278
2010-06-22 08:05:00;2.8751;3.0529
2010-06-22 16:30:00;2.8898;3.0684
2010-06-23 08:00:00;2.9001;3.0795
2010-06-23 16:30:00;2.91;3.09
2010-06-24 08:00:00;2.8959;3.0751
2010-06-24 13:10:00;2.9315;3.1129
2010-06-24 16:30:00;2.9266;3.1076
2010-06-25 08:00:00;2.938;3.1198
2010-06-25 16:30:00;2.9677;3.1513
2010-06-28 08:00:00;2.9479;3.1303
2010-06-28 16:30:00;3.0119;3.1983
2010-06-29 08:00:00;3.0282;3.2156
2010-06-29 11:05:00;3.0319;3.2193
2010-06-29 16:30:00;3.0544;3.2434
2010-06-30 08:00:00;3.0447;3.2331
2010-06-30 14:15:00;3.0254;3.2126
2010-06-30 16:33:00;3.0248;3.2118
2010-07-01 08:00:00;3.0673;3.2571
2010-07-01 13:40:00;3.0578;3.247
2010-07-01 16:45:00;3.0528;3.2416
2010-07-02 08:00:00;3.0375;3.2255
2010-07-02 16:30:00;3.0018;3.1874
2010-07-05 09:00:00;2.9959;3.1813
2010-07-05 10:40:00;2.9963;3.1817
2010-07-05 16:30:00;2.9919;3.1769
2010-07-06 08:00:00;3.0007;3.1863
2010-07-06 14:35:00;2.9731;3.1571
2010-07-06 16:30:00;2.9704;3.154
2010-07-07 08:00:00;2.9845;3.1691
2010-07-07 16:35:00;2.9902;3.1752
2010-07-08 08:00:00;2.977;3.1612
2010-07-08 16:30:00;2.9697;3.1533
2010-07-09 08:00:00;2.9657;3.1491
2010-07-09 16:30:00;2.9561;3.1391
2010-07-12 08:00:00;2.9697;3.1535
2010-07-12 16:30:00;2.9444;3.1264
2010-07-13 08:05:00;2.955;3.1378
2010-07-13 16:30:00;2.9548;3.1376
2010-07-14 08:00:00;2.9365;3.1181
2010-07-14 16:30:00;2.9369;3.1185
2010-07-15 08:05:00;2.9373;3.1191
2010-07-15 15:05:00;2.9335;3.1149
2010-07-15 16:30:00;2.9414;3.1234
2010-07-16 08:00:00;2.9356;3.1172
2010-07-16 11:20:00;2.9366;3.1182
2010-07-16 16:30:00;2.9446;3.1266
2010-07-19 08:00:00;2.9724;3.1564
2010-07-19 12:20:00;2.9309;3.1123
2010-07-19 16:30:00;2.938;3.1196
2010-07-20 08:00:00;2.9323;3.1137
2010-07-20 16:30:00;2.9571;3.1401
2010-07-21 08:00:00;2.931;3.1124
2010-07-21 16:30:00;2.9485;3.1309
2010-07-22 08:05:00;2.9739;3.1579
2010-07-22 16:30:00;2.9557;3.1385
2010-07-23 08:05:00;2.9417;3.1237
2010-07-23 10:40:00;2.9196;3.1002
2010-07-23 16:30:00;2.9268;3.1078
2010-07-26 08:05:00;2.9001;3.0795
2010-07-26 16:30:00;2.8869;3.0655
2010-07-27 08:00:00;2.8603;3.0371
2010-07-27 16:30:00;2.8225;2.9971
2010-07-28 08:00:00;2.8222;2.9968
2010-07-28 16:30:00;2.8327;3.0079
2010-07-29 08:05:00;2.8366;3.012
2010-07-29 16:30:00;2.8481;3.0243
2010-07-30 08:00:00;2.8661;3.0433
2010-07-30 16:30:00;2.8655;3.0429
2010-08-02 08:05:00;2.8442;3.0202
2010-08-02 16:35:00;2.8235;2.9981
2010-08-03 08:00:00;2.828;3.0028
2010-08-03 16:30:00;2.8365;3.0119
2010-08-04 08:00:00;2.8246;2.9994
2010-08-04 16:30:00;2.8081;2.9817
2010-08-05 08:00:00;2.7924;2.9652
2010-08-05 16:30:00;2.8057;2.9793
2010-08-06 08:00:00;2.7989;2.9721
2010-08-06 16:30:00;2.8021;2.9755
2010-08-09 08:00:00;2.8038;2.9772
2010-08-09 16:30:00;2.7892;2.9618
2010-08-10 08:00:00;2.7899;2.9625
2010-08-10 16:40:00;2.7839;2.9561
2010-08-11 08:00:00;2.8077;2.9815
2010-08-11 16:30:00;2.8472;3.0232
2010-08-12 08:00:00;2.8428;3.0186
2010-08-12 11:55:00;2.879;3.057
2010-08-12 16:30:00;2.8771;3.0551
2010-08-13 08:00:00;2.8709;3.0485
2010-08-13 14:05:00;2.8817;3.0599
2010-08-13 16:30:00;2.8942;3.0732
2010-08-16 08:00:00;2.895;3.0742
2010-08-16 16:35:00;2.8979;3.0773
2010-08-17 08:00:00;2.8882;3.0668
2010-08-17 16:30:00;2.8687;3.0461
2010-08-18 08:00:00;2.8615;3.0387
2010-08-18 14:50:00;2.8451;3.0211
2010-08-18 16:30:00;2.8545;3.0311
2010-08-19 08:00:00;2.8594;3.0362
2010-08-19 14:55:00;2.8735;3.0513
2010-08-19 16:30:00;2.8928;3.0718
2010-08-20 08:00:00;2.9123;3.0923
2010-08-20 12:10:00;2.932;3.1134
2010-08-20 16:30:00;2.9304;3.1118
2010-08-23 08:00:00;2.9384;3.1202
2010-08-23 16:30:00;2.9515;3.1341
2010-08-24 08:00:00;2.9541;3.1369
2010-08-24 16:30:00;2.9696;3.1532
2010-08-25 08:00:00;2.9863;3.1711
2010-08-25 16:30:00;2.995;3.1804
2010-08-26 08:00:00;2.9554;3.1382
2010-08-26 16:30:00;2.9653;3.1487
2010-08-27 08:00:00;2.9726;3.1566
2010-08-27 16:30:00;2.9645;3.1479
2010-08-30 08:00:00;2.9374;3.1192
2010-08-30 16:30:00;2.9741;3.1581
2010-08-31 08:00:00;2.9919;3.1771
2010-08-31 16:30:00;2.9976;3.183
2010-09-01 08:00:00;3.0008;3.1864
2010-09-01 12:25:00;2.9779;3.1621
2010-09-01 16:30:00;2.9688;3.1524
2010-09-02 08:00:00;2.9641;3.1475
2010-09-02 16:30:00;2.9738;3.1578
2010-09-03 08:00:00;2.9612;3.1444
2010-09-03 16:30:00;2.9266;3.1076
2010-09-06 08:00:00;2.9218;3.1026
2010-09-06 16:30:00;2.9281;3.1091
2010-09-07 08:05:00;2.9468;3.129
2010-09-07 16:30:00;2.9748;3.1588
2010-09-08 08:05:00;2.9884;3.1732
2010-09-08 16:30:00;2.9642;3.1476
2010-09-09 08:05:00;2.9817;3.1663
2010-09-09 16:30:00;2.9642;3.1476
2010-09-10 08:05:00;2.9706;3.1544
2010-09-10 16:30:00;2.9399;3.1219
2010-09-13 08:05:00;2.9416;3.1236
2010-09-13 16:30:00;2.9462;3.1284
2010-09-14 08:00:00;2.9556;3.1384
2010-09-14 16:30:00;2.9575;3.1405
2010-09-15 08:05:00;2.9297;3.1109
2010-09-15 16:30:00;2.9267;3.1077
2010-09-16 08:00:00;2.9424;3.1244
2010-09-16 12:45:00;2.9162;3.0966
2010-09-16 16:30:00;2.8856;3.064
2010-09-17 08:00:00;2.8727;3.0505
2010-09-17 13:55:00;2.9046;3.0842
2010-09-17 16:30:00;2.9181;3.0987
2010-09-20 08:00:00;2.9023;3.0817
2010-09-20 16:30:00;2.9091;3.0891
2010-09-21 08:05:00;2.9031;3.0827
2010-09-21 16:30:00;2.9032;3.0828
2010-09-22 08:05:00;2.884;3.0624
2010-09-22 11:45:00;2.883;3.0612
2010-09-22 16:30:00;2.895;3.074
2010-09-23 08:05:00;2.8947;3.0739
2010-09-23 11:10:00;2.9219;3.1027
2010-09-23 16:30:00;2.936;3.1176
2010-09-24 08:05:00;2.9334;3.1148
2010-09-24 12:35:00;2.9303;3.1115
2010-09-24 16:30:00;2.91;3.09
2010-09-27 08:05:00;2.8881;3.0667
2010-09-27 16:30:00;2.8944;3.0734
2010-09-28 08:00:00;2.8939;3.0727
2010-09-28 11:55:00;2.9031;3.0827
2010-09-28 16:30:00;2.9181;3.0985
2010-09-29 08:05:00;2.9043;3.0839
2010-09-29 16:30:00;2.9067;3.0865
2010-09-30 08:05:00;2.9074;3.0872
2010-09-30 16:30:00;2.8983;3.0777
2010-10-01 08:05:00;2.8705;3.0479
2010-10-01 10:40:00;2.8533;3.0299
2010-10-01 16:30:00;2.8478;3.0238
2010-10-04 08:05:00;2.8467;3.0227
2010-10-04 16:30:00;2.8757;3.0537
2010-10-05 08:05:00;2.8897;3.0685
2010-10-05 14:45:00;2.878;3.056
2010-10-05 16:30:00;2.8718;3.0494
2010-10-06 08:10:00;2.8608;3.0376
2010-10-06 16:30:00;2.8661;3.0435
2010-10-07 08:00:00;2.8664;3.0438
2010-10-07 16:30:00;2.8613;3.0383
2010-10-08 08:05:00;2.8586;3.0354
2010-10-08 12:25:00;2.8797;3.0577
2010-10-08 14:40:00;2.8673;3.0447
2010-10-08 15:20:00;2.8856;3.0642
2010-10-08 16:30:00;2.8868;3.0654
2010-10-11 08:00:00;2.8634;3.0406
2010-10-11 14:40:00;2.862;3.0392
2010-10-11 16:30:00;2.8581;3.0349
2010-10-12 08:10:00;2.8809;3.0591
2010-10-12 16:30:00;2.8939;3.0729
2010-10-13 08:00:00;2.8758;3.0538
2010-10-13 16:30:00;2.8564;3.033
2010-10-14 08:00:00;2.8264;3.0012
2010-10-14 16:30:00;2.8251;2.9999
2010-10-15 08:00:00;2.8177;2.9919
2010-10-15 16:30:00;2.8312;3.0062
2010-10-18 08:05:00;2.8432;3.0192
2010-10-18 16:30:00;2.8541;3.0307
2010-10-19 08:05:00;2.8486;3.0248
2010-10-19 15:15:00;2.8493;3.0255
2010-10-19 16:30:00;2.8545;3.0311
2010-10-20 08:00:00;2.8832;3.0616
2010-10-20 16:30:00;2.8752;3.0532
2010-10-21 08:00:00;2.8558;3.0324
2010-10-21 16:30:00;2.8378;3.0134
2010-10-22 08:00:00;2.85;3.0262
2010-10-22 16:30:00;2.8303;3.0053
2010-10-25 08:15:00;2.8122;2.9862
2010-10-25 15:20:00;2.8061;2.9797
2010-10-25 16:30:00;2.8031;2.9765
2010-10-26 08:00:00;2.8097;2.9835
2010-10-26 16:30:00;2.7928;2.9654
2010-10-27 08:00:00;2.805;2.9784
2010-10-27 16:30:00;2.811;2.985
2010-10-28 08:00:00;2.8117;2.9857
2010-10-28 16:30:00;2.8175;2.9919
2010-10-29 08:00:00;2.8183;2.9925
2010-10-29 16:45:00;2.8082;2.9818
2010-11-02 08:05:00;2.7872;2.9596
2010-11-02 16:30:00;2.7977;2.9707
2010-11-03 08:05:00;2.7864;2.9588
2010-11-03 11:10:00;2.7735;2.9449
2010-11-03 16:30:00;2.7777;2.9495
2010-11-04 08:00:00;2.7667;2.9379
2010-11-04 10:10:00;2.7597;2.9303
2010-11-04 16:30:00;2.7642;2.9352
2010-11-05 08:00:00;2.7881;2.9607
2010-11-05 11:20:00;2.8091;2.9829
2010-11-05 15:55:00;2.8003;2.9735
2010-11-05 16:30:00;2.8054;2.979
2010-11-08 08:10:00;2.8198;2.9942
2010-11-08 16:30:00;2.8397;3.0153
2010-11-09 08:10:00;2.8454;3.0214
2010-11-09 12:45:00;2.8476;3.0236
2010-11-09 16:30:00;2.8287;3.0037
2010-11-10 08:00:00;2.8331;3.0083
2010-11-10 13:40:00;2.8092;2.983
2010-11-10 16:30:00;2.844;3.02
2010-11-12 08:05:00;2.8645;3.0417
2010-11-12 11:50:00;2.8417;3.0175
2010-11-12 16:30:00;2.8485;3.0247
2010-11-15 08:05:00;2.8375;3.0129
2010-11-15 16:30:00;2.8428;3.0188
2010-11-16 08:00:00;2.8461;3.0221
2010-11-16 16:30:00;2.8582;3.035
2010-11-17 08:00:00;2.8569;3.0337
2010-11-17 16:30:00;2.8631;3.0401
2010-11-18 08:05:00;2.854;3.0306
2010-11-18 16:30:00;2.83;3.005
2010-11-19 08:00:00;2.8086;2.9824
2010-11-19 16:30:00;2.7979;2.9709
2010-11-22 08:05:00;2.7952;2.968
2010-11-22 16:30:00;2.8307;3.0057
2010-11-23 08:00:00;2.8617;3.0389
2010-11-23 16:30:00;2.8804;3.0584
2010-11-24 08:00:00;2.8849;3.0635
2010-11-24 16:30:00;2.8883;3.0669
2010-11-25 08:00:00;2.8921;3.0709
2010-11-25 16:30:00;2.8857;3.0643
2010-11-26 08:00:00;2.9088;3.0888
2010-11-26 11:25:00;2.9377;3.1195
2010-11-26 16:30:00;2.9334;3.1148
2010-11-29 08:05:00;2.9424;3.1244
2010-11-29 12:10:00;2.9622;3.1454
2010-11-29 15:10:00;2.9947;3.1799
2010-11-29 16:30:00;3.016;3.2026
2010-11-30 08:05:00;3.0293;3.2167
2010-11-30 11:05:00;3.0436;3.2318
2010-11-30 11:55:00;3.0204;3.2072
2010-11-30 16:30:00;3.0083;3.1943
2010-12-01 08:00:00;2.9863;3.1711
2010-12-01 14:35:00;2.9589;3.1421
2010-12-01 16:30:00;2.9645;3.1479
2010-12-02 08:00:00;2.9367;3.1183
2010-12-02 14:55:00;2.9843;3.1689
2010-12-02 16:30:00;2.959;3.142
2010-12-03 08:05:00;2.9432;3.1252
2010-12-03 16:30:00;2.962;3.1452
2010-12-06 08:05:00;2.9643;3.1477
2010-12-06 12:40:00;2.9699;3.1537
2010-12-06 16:30:00;2.9735;3.1575
2010-12-07 08:05:00;2.9672;3.1506
2010-12-07 16:30:00;2.9666;3.1502
2010-12-08 08:00:00;2.9907;3.1755
2010-12-08 16:30:00;2.9976;3.183
2010-12-09 08:05:00;2.9848;3.1694
2010-12-09 16:30:00;3.0088;3.1948
2010-12-10 08:00:00;3.0007;3.1863
2010-12-10 16:30:00;3.0186;3.2052
2010-12-13 08:05:00;3.011;3.1972
2010-12-13 14:30:00;2.995;3.1802
2010-12-13 16:30:00;3.0077;3.1937
2010-12-14 08:05:00;2.985;3.1696
2010-12-14 16:30:00;3.0032;3.189
2010-12-15 08:00:00;3.0118;3.198
2010-12-15 16:30:00;3.0169;3.2035
2010-12-16 08:00:00;3.0242;3.2114
2010-12-16 16:30:00;3.0151;3.2015
2010-12-17 08:00:00;3.0324;3.2198
2010-12-17 16:30:00;3.0312;3.2188
2010-12-20 08:05:00;3.0381;3.2261
2010-12-20 16:30:00;3.06;3.2494
2010-12-21 08:00:00;3.0596;3.2488
2010-12-21 16:30:00;3.0768;3.2672
2010-12-22 08:00:00;3.0825;3.2731
2010-12-22 16:30:00;3.0926;3.284
2010-12-23 08:00:00;3.0959;3.2873
2010-12-23 16:30:00;3.0669;3.2565
2010-12-24 08:05:00;3.0619;3.2513
2010-12-24 14:00:00;3.0494;3.238
2010-12-27 08:05:00;3.0523;3.2411
2010-12-27 16:30:00;3.0472;3.2356
2010-12-28 08:00:00;3.0538;3.2426
2010-12-28 15:55:00;3.0906;3.2818
2010-12-28 16:30:00;3.0896;3.2806
2010-12-29 08:05:00;3.0903;3.2815
2010-12-29 16:30:00;3.0813;3.2719
2010-12-30 08:00:00;3.083;3.2736
2010-12-30 16:30:00;3.0852;3.2762
2010-12-31 08:05:00;3.0816;3.2722
2010-12-31 14:10:00;3.0806;3.2712
2011-01-03 08:00:00;3.0916;3.2828
2011-01-03 16:30:00;3.0795;3.2699
2011-01-04 08:05:00;3.0673;3.2571
2011-01-04 16:30:00;3.0304;3.2178
2011-01-05 08:05:00;3.002;3.1878
2011-01-05 15:10:00;2.9848;3.1694
2011-01-05 16:30:00;2.9676;3.1512
2011-01-07 08:00:00;2.9908;3.1756
2011-01-07 16:30:00;2.9998;3.1854
2011-01-10 08:05:00;3.0264;3.2136
2011-01-10 16:30:00;3.011;3.1974
2011-01-11 08:00:00;3.0144;3.201
2011-01-11 15:00:00;2.9909;3.1761
2011-01-11 16:30:00;2.9676;3.1512
2011-01-12 08:00:00;2.9519;3.1345
2011-01-12 16:30:00;2.944;3.126
2011-01-13 08:00:00;2.938;3.1198
2011-01-13 15:10:00;2.9276;3.1088
2011-01-13 16:30:00;2.9199;3.1005
2011-01-14 08:00:00;2.913;3.0932
2011-01-14 16:30:00;2.9139;3.0941
2011-01-17 08:00:00;2.9244;3.1052
2011-01-17 16:30:00;2.927;3.108
2011-01-18 08:00:00;2.9238;3.1046
2011-01-18 16:30:00;2.9163;3.0967
2011-01-19 08:00:00;2.91;3.09
2011-01-19 16:30:00;2.9111;3.0911
2011-01-20 08:00:00;2.9298;3.111
2011-01-20 11:20:00;2.9295;3.1107
2011-01-20 16:30:00;2.91;3.09
2011-01-21 08:00:00;2.8984;3.0778
2011-01-21 16:30:00;2.8857;3.0641
2011-01-24 08:00:00;2.8825;3.0607
2011-01-24 16:30:00;2.8932;3.0722
2011-01-25 08:00:00;2.8987;3.0781
2011-01-25 16:35:00;2.9117;3.0917
2011-01-26 08:00:00;2.9171;3.0977
2011-01-26 16:30:00;2.9124;3.0924
2011-01-27 08:00:00;2.9135;3.0937
2011-01-27 11:40:00;2.923;3.1038
2011-01-27 16:30:00;2.911;3.091
2011-01-28 08:00:00;2.9155;3.0959
2011-01-28 11:50:00;2.9264;3.1076
2011-01-28 16:30:00;2.9596;3.1426
2011-01-31 08:00:00;2.9872;3.172
2011-01-31 16:30:00;2.9575;3.1405
2011-02-01 08:00:00;2.9447;3.1267
2011-02-01 16:30:00;2.913;3.0932
2011-02-02 08:00:00;2.9242;3.105
2011-02-02 16:30:00;2.9322;3.1136
2011-02-03 08:00:00;2.9196;3.1002
2011-02-03 15:05:00;2.9303;3.1115
2011-02-03 16:30:00;2.9257;3.1067
2011-02-04 08:00:00;2.9305;3.1117
2011-02-04 16:30:00;2.908;3.088
2011-02-07 08:00:00;2.8942;3.0734
2011-02-07 09:25:00;2.8744;3.0522
2011-02-07 16:30:00;2.9069;3.0867
2011-02-08 08:00:00;2.8875;3.0661
